Waypoint,Zone,Lat,Long,Site,Season,Tide_time,Tide,Time,Temp_in,Salinity,Phosphate,pH,TA,percent_sgd,Variables,Values,mean_of_values
24,Transition,21.25873,-157.79053,BP,FALL,Low_Day,Low,Day,26.76143858,32.86348161,0.33,7.967,2332.185876,5.595717884,NN,6.82,2.604625
28,Transition,21.25846,-157.79051,BP,FALL,Low_Day,Low,Day,26.69573782,33.84424847,0.26,8.082,2286.930259,2.634760705,Silicate,20.92,24.96975
28,Transition,21.25846,-157.79051,BP,FALL,Low_Day,Low,Day,26.69573782,33.84424847,0.26,8.082,2286.930259,2.634760705,NN,3.87,2.604625
40,Transition,21.25834,-157.79048,BP,FALL,Low_Day,Low,Day,27.00614145,33.73870444,0.24,8.08,2269.68769,2.953400504,Silicate,23.45,24.96975
40,Transition,21.25834,-157.79048,BP,FALL,Low_Day,Low,Day,27.00614145,33.73870444,0.24,8.08,2269.68769,2.953400504,NN,5.17,2.604625
32,Diffuse,21.25817,-157.79045,BP,FALL,Low_Day,Low,Day,27.31654507,34.63728879,0.12,8.089,2242.025661,0.240554156,Silicate,1.91,24.96975
32,Diffuse,21.25817,-157.79045,BP,FALL,Low_Day,Low,Day,27.31654507,34.63728879,0.12,8.089,2242.025661,0.240554156,NN,0.14,2.604625
36,Diffuse,21.25784,-157.79033,BP,FALL,Low_Day,Low,Day,27.05741591,34.63979181,0.11,8.062,2243.54534,0.232997481,Silicate,1.85,24.96975
36,Diffuse,21.25784,-157.79033,BP,FALL,Low_Day,Low,Day,27.05741591,34.63979181,0.11,8.062,2243.54534,0.232997481,NN,0.09,2.604625
23,Transition,21.259,-157.79021,BP,FALL,Low_Day,Low,Day,26.86921055,33.41498046,0.27,7.963,2320.817047,3.930730479,Silicate,31.21,24.96975
23,Transition,21.259,-157.79021,BP,FALL,Low_Day,Low,Day,26.86921055,33.41498046,0.27,7.963,2320.817047,3.930730479,NN,5.13,2.604625
27,Transition,21.25889,-157.79007,BP,FALL,Low_Day,Low,Day,26.66101029,33.99359536,0.18,7.879,2275.301599,2.183879093,Silicate,17.34,24.96975
27,Transition,21.25889,-157.79007,BP,FALL,Low_Day,Low,Day,26.66101029,33.99359536,0.18,7.879,2275.301599,2.183879093,NN,1.55,2.604625
39,Diffuse,21.25864,-157.79005,BP,FALL,Low_Day,Low,Day,26.90438398,33.75497407,0.21,8.064,2276.121447,2.904282116,Silicate,23.06,24.96975
39,Diffuse,21.25864,-157.79005,BP,FALL,Low_Day,Low,Day,26.90438398,33.75497407,0.21,8.064,2276.121447,2.904282116,NN,3.43,2.604625
31,Diffuse,21.25853,-157.79005,BP,FALL,Low_Day,Low,Day,27.55117867,33.64484117,0.47,8.075,2258.85078,3.236775819,Silicate,25.7,24.96975
31,Diffuse,21.25853,-157.79005,BP,FALL,Low_Day,Low,Day,27.55117867,33.64484117,0.47,8.075,2258.85078,3.236775819,NN,5.28,2.604625
35,Diffuse,21.25809,-157.78984,BP,FALL,Low_Day,Low,Day,27.0354885,32.82426762,0.31,8.057,2254.674753,5.714105793,Silicate,45.37,24.96975
35,Diffuse,21.25809,-157.78984,BP,FALL,Low_Day,Low,Day,27.0354885,32.82426762,0.31,8.057,2254.674753,5.714105793,NN,6.15,2.604625
22,Diffuse,21.25931,-157.78983,BP,FALL,Low_Day,Low,Day,26.79420944,32.83761706,0.3,7.985,2331.331611,5.673803526,Silicate,45.05,24.96975
22,Diffuse,21.25931,-157.78983,BP,FALL,Low_Day,Low,Day,26.79420944,32.83761706,0.3,7.985,2331.331611,5.673803526,NN,5.9,2.604625
26,Diffuse,21.25891,-157.78981,BP,FALL,Low_Day,Low,Day,26.55823033,33.9664793,0.23,7.973,2307.713267,2.265743073,Silicate,17.99,24.96975
26,Diffuse,21.25891,-157.78981,BP,FALL,Low_Day,Low,Day,26.55823033,33.9664793,0.23,7.973,2307.713267,2.265743073,NN,4.39,2.604625
38,Diffuse,21.25893,-157.78972,BP,FALL,Low_Day,Low,Day,26.57201624,34.10539694,0.12,7.993,2330.784967,1.846347607,Silicate,14.66,24.96975
38,Diffuse,21.25893,-157.78972,BP,FALL,Low_Day,Low,Day,26.57201624,34.10539694,0.12,7.993,2330.784967,1.846347607,NN,0.89,2.604625
30,Diffuse,21.25857,-157.78987,BP,FALL,Low_Day,Low,Day,27.22778133,33.47171559,0.26,8.057,2304.378372,3.759445844,Silicate,29.85,24.96975
30,Diffuse,21.25857,-157.78987,BP,FALL,Low_Day,Low,Day,27.22778133,33.47171559,0.26,8.057,2304.378372,3.759445844,NN,5.47,2.604625
34,Diffuse,21.25832,-157.78957,BP,FALL,Low_Day,Low,Day,27.13163491,33.95187835,0.19,8.073,2264.791301,2.309823678,Silicate,18.34,24.96975
34,Diffuse,21.25832,-157.78957,BP,FALL,Low_Day,Low,Day,27.13163491,33.95187835,0.19,8.073,2264.791301,2.309823678,NN,3.57,2.604625
21,Ambient,21.2598,-157.78912,BP,FALL,Low_Day,Low,Day,27.10562886,34.59932631,0.09,8.011,2264.357533,0.355163728,Silicate,2.82,24.96975
21,Ambient,21.2598,-157.78912,BP,FALL,Low_Day,Low,Day,27.10562886,34.59932631,0.09,8.011,2264.357533,0.355163728,NN,0.14,2.604625
25,Ambient,21.25954,-157.78909,BP,FALL,Low_Day,Low,Day,27.24601463,34.62519086,0.1,8.035,2267.318516,0.277078086,Silicate,2.2,24.96975
25,Ambient,21.25954,-157.78909,BP,FALL,Low_Day,Low,Day,27.24601463,34.62519086,0.1,8.035,2267.318516,0.277078086,NN,0.06,2.604625
37,Ambient,21.25962,-157.7888,BP,FALL,Low_Day,Low,Day,26.96524308,34.61476161,0.09,8.032,2265.980562,0.308564232,Silicate,2.45,24.96975
37,Ambient,21.25962,-157.7888,BP,FALL,Low_Day,Low,Day,26.96524308,34.61476161,0.09,8.032,2265.980562,0.308564232,NN,0.02,2.604625
29,Ambient,21.25939,-157.78873,BP,FALL,Low_Day,Low,Day,26.76421938,33.11795536,0.32,8.019,2241.769351,4.827455919,Silicate,38.33,24.96975
29,Ambient,21.25939,-157.78873,BP,FALL,Low_Day,Low,Day,26.76421938,33.11795536,0.32,8.019,2241.769351,4.827455919,NN,8.99,2.604625
33,Ambient,21.25885,-157.788902,BP,FALL,Low_Day,Low,Day,26.94792715,34.61559595,0.12,8.107,2240.192809,0.30604534,Silicate,2.43,24.96975
33,Ambient,21.25885,-157.788902,BP,FALL,Low_Day,Low,Day,26.94792715,34.61559595,0.12,8.107,2240.192809,0.30604534,NN,0.26,2.604625
24,Transition,21.25873,-157.79053,BP,FALL,High_Day,High,Day,28.80420676,34.56845573,0.12,8.238,2247.418868,0.44836272,Silicate,3.56,4.252375
24,Transition,21.25873,-157.79053,BP,FALL,High_Day,High,Day,28.80420676,34.56845573,0.12,8.238,2247.418868,0.44836272,NN,0.37,0.39575
28,Transition,21.25846,-157.79051,BP,FALL,High_Day,High,Day,27.86263556,34.46916925,0.13,8.184,2251.2056470000002,0.748110831,Silicate,5.94,4.252375
28,Transition,21.25846,-157.79051,BP,FALL,High_Day,High,Day,27.86263556,34.46916925,0.13,8.184,2251.2056470000002,0.748110831,NN,0.63,0.39575
40,Transition,21.25834,-157.79048,BP,FALL,High_Day,High,Day,27.93680125,34.61142425,0.12,8.174,2254.218952,0.318639798,Silicate,2.53,4.252375
40,Transition,21.25834,-157.79048,BP,FALL,High_Day,High,Day,27.93680125,34.61142425,0.12,8.174,2254.218952,0.318639798,NN,0.27,0.39575
32,Diffuse,21.25817,-157.79045,BP,FALL,High_Day,High,Day,28.01096694,34.58347385,0.12,8.181,2263.962936,0.40302267,Silicate,3.2,4.252375
32,Diffuse,21.25817,-157.79045,BP,FALL,High_Day,High,Day,28.01096694,34.58347385,0.12,8.181,2263.962936,0.40302267,NN,0.41,0.39575
36,Diffuse,21.25784,-157.79033,BP,FALL,High_Day,High,Day,27.89482354,34.46458038,0.13,8.205,2240.933924,0.761964736,Silicate,6.05,4.252375
36,Diffuse,21.25784,-157.79033,BP,FALL,High_Day,High,Day,27.89482354,34.46458038,0.13,8.205,2240.933924,0.761964736,NN,0.47,0.39575
23,Transition,21.259,-157.79021,BP,FALL,High_Day,High,Day,28.34277982,34.59849197,0.12,8.159,2232.993566,0.35768262,Silicate,2.84,4.252375
23,Transition,21.259,-157.79021,BP,FALL,High_Day,High,Day,28.34277982,34.59849197,0.12,8.159,2232.993566,0.35768262,NN,0.48,0.39575
27,Transition,21.25889,-157.79007,BP,FALL,High_Day,High,Day,27.80863216,34.58430819,0.11,8.16,2253.612321,0.400503778,Silicate,3.18,4.252375
27,Transition,21.25889,-157.79007,BP,FALL,High_Day,High,Day,27.80863216,34.58430819,0.11,8.16,2253.612321,0.400503778,NN,0.18,0.39575
39,Diffuse,21.25864,-157.79005,BP,FALL,High_Day,High,Day,27.53207537,34.58514253,0.15,8.161,2242.801505,0.397984887,Silicate,3.16,4.252375
39,Diffuse,21.25864,-157.79005,BP,FALL,High_Day,High,Day,27.53207537,34.58514253,0.15,8.161,2242.801505,0.397984887,NN,0.29,0.39575
31,Diffuse,21.25853,-157.79005,BP,FALL,High_Day,High,Day,28.13003202,34.63728879,0.12,8.154,2242.367666,0.240554156,Silicate,1.91,4.252375
31,Diffuse,21.25853,-157.79005,BP,FALL,High_Day,High,Day,28.13003202,34.63728879,0.12,8.154,2242.367666,0.240554156,NN,0.12,0.39575
35,Diffuse,21.25809,-157.78984,BP,FALL,High_Day,High,Day,27.96183195,34.61559595,0.12,8.192,2243.444413,0.30604534,Silicate,2.43,4.252375
35,Diffuse,21.25809,-157.78984,BP,FALL,High_Day,High,Day,27.96183195,34.61559595,0.12,8.192,2243.444413,0.30604534,NN,0.25,0.39575
22,Diffuse,21.25931,-157.78983,BP,FALL,High_Day,High,Day,27.79777626,34.61058991,0.13,8.237,2246.246271,0.32115869,Silicate,2.55,4.252375
22,Diffuse,21.25931,-157.78983,BP,FALL,High_Day,High,Day,27.79777626,34.61058991,0.13,8.237,2246.246271,0.32115869,NN,0.23,0.39575
26,Diffuse,21.25891,-157.78981,BP,FALL,High_Day,High,Day,27.42398694,34.6260252,0.11,8.148,2256.83964,0.274559194,Silicate,2.18,4.252375
26,Diffuse,21.25891,-157.78981,BP,FALL,High_Day,High,Day,27.42398694,34.6260252,0.11,8.148,2256.83964,0.274559194,NN,0.18,0.39575
38,Diffuse,21.25893,-157.78972,BP,FALL,High_Day,High,Day,27.32303057,34.61851614,0.11,8.127,2242.669672,0.297229219,Silicate,2.36,4.252375
38,Diffuse,21.25893,-157.78972,BP,FALL,High_Day,High,Day,27.32303057,34.61851614,0.11,8.127,2242.669672,0.297229219,NN,0.27,0.39575
30,Diffuse,21.25857,-157.78987,BP,FALL,High_Day,High,Day,27.8310537,34.55135175,0.15,8.148,2260.144041,0.5,Silicate,3.97,4.252375
30,Diffuse,21.25857,-157.78987,BP,FALL,High_Day,High,Day,27.8310537,34.55135175,0.15,8.148,2260.144041,0.5,NN,1.19,0.39575
34,Diffuse,21.25832,-157.78957,BP,FALL,High_Day,High,Day,27.89644282,34.64521502,0.11,8.021,2299.97428,0.216624685,Silicate,1.72,4.252375
34,Diffuse,21.25832,-157.78957,BP,FALL,High_Day,High,Day,27.89644282,34.64521502,0.11,8.021,2299.97428,0.216624685,NN,0.11,0.39575
21,Ambient,21.2598,-157.78912,BP,FALL,High_Day,High,Day,27.50866273,34.61726463,0.12,8.126,2240.160568,0.301007557,Silicate,2.39,4.252375
21,Ambient,21.2598,-157.78912,BP,FALL,High_Day,High,Day,27.50866273,34.61726463,0.12,8.126,2240.160568,0.301007557,NN,0.13,0.39575
25,Ambient,21.25954,-157.78909,BP,FALL,High_Day,High,Day,27.69213699,34.63061407,0.11,8.103,2274.232202,0.26070529,Silicate,2.07,4.252375
25,Ambient,21.25954,-157.78909,BP,FALL,High_Day,High,Day,27.69213699,34.63061407,0.11,8.103,2274.232202,0.26070529,NN,0.13,0.39575
37,Ambient,21.25962,-157.7888,BP,FALL,High_Day,High,Day,27.32518847,34.63103124,0.1,8.097,2257.036208,0.259445844,Silicate,2.06,4.252375
37,Ambient,21.25962,-157.7888,BP,FALL,High_Day,High,Day,27.32518847,34.63103124,0.1,8.097,2257.036208,0.259445844,NN,0.11,0.39575
29,Ambient,21.25939,-157.78873,BP,FALL,High_Day,High,Day,27.02672311,34.61976765,0.1,8.102,2266.276492,0.293450882,Silicate,2.33,4.252375
29,Ambient,21.25939,-157.78873,BP,FALL,High_Day,High,Day,27.02672311,34.61976765,0.1,8.102,2266.276492,0.293450882,NN,0.12,0.39575
33,Ambient,21.25885,-157.788902,BP,FALL,High_Day,High,Day,27.46158297,34.63186558,0.13,8.097,2272.939258,0.256926952,Silicate,2.04,4.252375
33,Ambient,21.25885,-157.788902,BP,FALL,High_Day,High,Day,27.46158297,34.63186558,0.13,8.097,2272.939258,0.256926952,NN,0.36,0.39575
24,Transition,21.25873,-157.79053,BP,FALL,Low_Night,Low,Night,26.60019207,33.1354765,0.45,7.965,2309.720093,4.774559194,Silicate,37.91,24.96975
24,Transition,21.25873,-157.79053,BP,FALL,Low_Night,Low,Night,26.60019207,33.1354765,0.45,7.965,2309.720093,4.774559194,NN,9.23,2.604625
28,Transition,21.25846,-157.79051,BP,FALL,Low_Night,Low,Night,26.14964391,33.71659442,0.35,7.97,2284.595236,3.020151134,Silicate,23.98,24.96975
28,Transition,21.25846,-157.79051,BP,FALL,Low_Night,Low,Night,26.14964391,33.71659442,0.35,7.97,2284.595236,3.020151134,NN,5.75,2.604625
40,Transition,21.25834,-157.79048,BP,FALL,Low_Night,Low,Night,26.34236521,34.34735558,0.19,7.97,2293.36831,1.115869018,Silicate,8.86,24.96975
40,Transition,21.25834,-157.79048,BP,FALL,Low_Night,Low,Night,26.34236521,34.34735558,0.19,7.97,2293.36831,1.115869018,NN,2.07,2.604625
32,Diffuse,21.25817,-157.79045,BP,FALL,Low_Night,Low,Night,26.53508651,34.59098291,0.12,7.978,2263.5227,0.380352645,Silicate,3.02,24.96975
32,Diffuse,21.25817,-157.79045,BP,FALL,Low_Night,Low,Night,26.53508651,34.59098291,0.12,7.978,2263.5227,0.380352645,NN,0.38,2.604625
36,Diffuse,21.25784,-157.79033,BP,FALL,Low_Night,Low,Night,26.49456815,34.61643029,0.11,8.008,2298.111629,0.303526448,Silicate,2.41,24.96975
36,Diffuse,21.25784,-157.79033,BP,FALL,Low_Night,Low,Night,26.49456815,34.61643029,0.11,8.008,2298.111629,0.303526448,NN,0.14,2.604625
23,Transition,21.259,-157.79021,BP,FALL,Low_Night,Low,Night,27.23597384,33.10043422,0.34,7.975,2304.653299,4.880352645,Silicate,38.75,24.96975
23,Transition,21.259,-157.79021,BP,FALL,Low_Night,Low,Night,27.23597384,33.10043422,0.34,7.975,2304.653299,4.880352645,NN,6.73,2.604625
27,Transition,21.25889,-157.79007,BP,FALL,Low_Night,Low,Night,26.48220751,32.89602088,0.37,7.953,2317.478024,5.497481108,Silicate,43.65,24.96975
27,Transition,21.25889,-157.79007,BP,FALL,Low_Night,Low,Night,26.48220751,32.89602088,0.37,7.953,2317.478024,5.497481108,NN,9.31,2.604625
39,Diffuse,21.25864,-157.79005,BP,FALL,Low_Night,Low,Night,26.16875144,32.65990261,0.33,7.968,2310.447481,6.210327456,Silicate,49.31,24.96975
39,Diffuse,21.25864,-157.79005,BP,FALL,Low_Night,Low,Night,26.16875144,32.65990261,0.33,7.968,2310.447481,6.210327456,NN,7.79,2.604625
31,Diffuse,21.25853,-157.79005,BP,FALL,Low_Night,Low,Night,26.75952595,34.10122524,0.19,7.977,2301.735952,1.858942065,Silicate,14.76,24.96975
31,Diffuse,21.25853,-157.79005,BP,FALL,Low_Night,Low,Night,26.75952595,34.10122524,0.19,7.977,2301.735952,1.858942065,NN,3.47,2.604625
35,Diffuse,21.25809,-157.78984,BP,FALL,Low_Night,Low,Night,26.47511916,34.61851614,0.14,8.002,2270.034481,0.297229219,Silicate,2.36,24.96975
35,Diffuse,21.25809,-157.78984,BP,FALL,Low_Night,Low,Night,26.47511916,34.61851614,0.14,8.002,2270.034481,0.297229219,NN,0.36,2.604625
22,Diffuse,21.25931,-157.78983,BP,FALL,Low_Night,Low,Night,27.06774146,33.63107456,0.27,7.872,2323.055217,3.278337531,Silicate,26.03,24.96975
22,Diffuse,21.25931,-157.78983,BP,FALL,Low_Night,Low,Night,27.06774146,33.63107456,0.27,7.872,2323.055217,3.278337531,NN,5.75,2.604625
26,Diffuse,21.25891,-157.78981,BP,FALL,Low_Night,Low,Night,26.27084599,32.9473328,0.36,7.962,2328.288261,5.34256927,Silicate,42.42,24.96975
26,Diffuse,21.25891,-157.78981,BP,FALL,Low_Night,Low,Night,26.27084599,32.9473328,0.36,7.962,2328.288261,5.34256927,NN,9.27,2.604625
38,Diffuse,21.25893,-157.78972,BP,FALL,Low_Night,Low,Night,26.32914645,32.66866318,0.35,7.954,2340.756951,6.183879093,Silicate,49.1,24.96975
38,Diffuse,21.25893,-157.78972,BP,FALL,Low_Night,Low,Night,26.32914645,32.66866318,0.35,7.954,2340.756951,6.183879093,NN,9.97,2.604625
30,Diffuse,21.25857,-157.78987,BP,FALL,Low_Night,Low,Night,26.4641387,31.43383975,0.56,7.937,2363.733527,9.911838791,Silicate,78.7,24.96975
30,Diffuse,21.25857,-157.78987,BP,FALL,Low_Night,Low,Night,26.4641387,31.43383975,0.56,7.937,2363.733527,9.911838791,NN,18.91,2.604625
34,Diffuse,21.25832,-157.78957,BP,FALL,Low_Night,Low,Night,26.46962893,34.61142425,0.11,7.953,2333.262554,0.318639798,Silicate,2.53,24.96975
34,Diffuse,21.25832,-157.78957,BP,FALL,Low_Night,Low,Night,26.46962893,34.61142425,0.11,7.953,2333.262554,0.318639798,NN,0.32,2.604625
21,Ambient,21.2598,-157.78912,BP,FALL,Low_Night,Low,Night,26.55552153,34.5605295,0.14,7.966,2258.936004,0.472292191,Silicate,3.75,24.96975
21,Ambient,21.2598,-157.78912,BP,FALL,Low_Night,Low,Night,26.55552153,34.5605295,0.14,7.966,2258.936004,0.472292191,NN,0.41,2.604625
25,Ambient,21.25954,-157.78909,BP,FALL,Low_Night,Low,Night,26.66196532,34.6385403,0.11,7.979,2243.840258,0.236775819,Silicate,1.88,24.96975
25,Ambient,21.25954,-157.78909,BP,FALL,Low_Night,Low,Night,26.66196532,34.6385403,0.11,7.979,2243.840258,0.236775819,NN,0.13,2.604625
37,Ambient,21.25962,-157.7888,BP,FALL,Low_Night,Low,Night,26.44907773,34.63979181,0.1,7.986352895,2251.215074,0.232997481,Silicate,1.85,24.96975
37,Ambient,21.25962,-157.7888,BP,FALL,Low_Night,Low,Night,26.44907773,34.63979181,0.1,7.986352895,2251.215074,0.232997481,NN,0.11,2.604625
29,Ambient,21.25939,-157.78873,BP,FALL,Low_Night,Low,Night,26.28370408,34.60683537,0.13,7.994422731,2246.641546,0.332493703,Silicate,2.64,24.96975
29,Ambient,21.25939,-157.78873,BP,FALL,Low_Night,Low,Night,26.28370408,34.60683537,0.13,7.994422731,2246.641546,0.332493703,NN,0.24,2.604625
33,Ambient,21.25885,-157.788902,BP,FALL,Low_Night,Low,Night,26.3766665,34.63520294,0.11,7.935437457,2272.420358,0.246851385,Silicate,1.96,24.96975
33,Ambient,21.25885,-157.788902,BP,FALL,Low_Night,Low,Night,26.3766665,34.63520294,0.11,7.935437457,2272.420358,0.246851385,NN,0.11,2.604625
24,Transition,21.25873,-157.79053,BP,FALL,High_Night,High,Night,26.18770102,34.56929007,0.14,7.948460354,2249.425308,0.445843829,Silicate,3.54,4.252375
24,Transition,21.25873,-157.79053,BP,FALL,High_Night,High,Night,26.18770102,34.56929007,0.14,7.948460354,2249.425308,0.445843829,NN,0.37,0.39575
28,Transition,21.25846,-157.79051,BP,FALL,High_Night,High,Night,25.97532077,34.61017274,0.13,7.977855951,2287.415556,0.322418136,Silicate,2.56,4.252375
28,Transition,21.25846,-157.79051,BP,FALL,High_Night,High,Night,25.97532077,34.61017274,0.13,7.977855951,2287.415556,0.322418136,NN,0.25,0.39575
40,Transition,21.25834,-157.79048,BP,FALL,High_Night,High,Night,26.12886004,34.59890914,0.12,7.973693782,2283.299873,0.356423174,Silicate,2.83,4.252375
40,Transition,21.25834,-157.79048,BP,FALL,High_Night,High,Night,26.12886004,34.59890914,0.12,7.973693782,2283.299873,0.356423174,NN,0.37,0.39575
32,Diffuse,21.25817,-157.79045,BP,FALL,High_Night,High,Night,26.2823993,34.62435652,0.12,7.979602367,2287.935858,0.279596977,Silicate,2.22,4.252375
32,Diffuse,21.25817,-157.79045,BP,FALL,High_Night,High,Night,26.2823993,34.62435652,0.12,7.979602367,2287.935858,0.279596977,NN,0.17,0.39575
36,Diffuse,21.25784,-157.79033,BP,FALL,High_Night,High,Night,26.1586899,34.2105238,0.19,7.95973632,2265.708995,1.528967254,Silicate,12.14,4.252375
36,Diffuse,21.25784,-157.79033,BP,FALL,High_Night,High,Night,26.1586899,34.2105238,0.19,7.95973632,2265.708995,1.528967254,NN,2.43,0.39575
23,Transition,21.259,-157.79021,BP,FALL,High_Night,High,Night,26.29858645,34.6343686,0.11,7.971853415,2272.158322,0.249370277,Silicate,1.98,4.252375
23,Transition,21.259,-157.79021,BP,FALL,High_Night,High,Night,26.29858645,34.6343686,0.11,7.971853415,2272.158322,0.249370277,NN,0.1,0.39575
27,Transition,21.25889,-157.79007,BP,FALL,High_Night,High,Night,26.23589757,34.61976765,0.13,7.977504528,2271.308956,0.293450882,Silicate,2.33,4.252375
27,Transition,21.25889,-157.79007,BP,FALL,High_Night,High,Night,26.23589757,34.61976765,0.13,7.977504528,2271.308956,0.293450882,NN,0.25,0.39575
39,Diffuse,21.25864,-157.79005,BP,FALL,High_Night,High,Night,26.07985873,34.63395143,0.1,7.981226515,2298.45,0.250629723,Silicate,1.99,4.252375
39,Diffuse,21.25864,-157.79005,BP,FALL,High_Night,High,Night,26.07985873,34.63395143,0.1,7.981226515,2298.45,0.250629723,NN,0.18,0.39575
31,Diffuse,21.25853,-157.79005,BP,FALL,High_Night,High,Night,26.5916292,34.5450942,0.13,7.975679949,2264.320621,0.518891688,Silicate,4.12,4.252375
31,Diffuse,21.25853,-157.79005,BP,FALL,High_Night,High,Night,26.5916292,34.5450942,0.13,7.975679949,2264.320621,0.518891688,NN,0.46,0.39575
35,Diffuse,21.25809,-157.78984,BP,FALL,High_Night,High,Night,26.09454258,34.63186558,0.12,7.953058009,2263.395711,0.256926952,Silicate,2.04,4.252375
35,Diffuse,21.25809,-157.78984,BP,FALL,High_Night,High,Night,26.09454258,34.63186558,0.12,7.953058009,2263.395711,0.256926952,NN,0.27,0.39575
22,Diffuse,21.25931,-157.78983,BP,FALL,High_Night,High,Night,26.31830068,34.63687162,0.12,7.987136933,2267.586066,0.241813602,Silicate,1.92,4.252375
22,Diffuse,21.25931,-157.78983,BP,FALL,High_Night,High,Night,26.31830068,34.63687162,0.12,7.987136933,2267.586066,0.241813602,NN,0.13,0.39575
26,Diffuse,21.25891,-157.78981,BP,FALL,High_Night,High,Night,26.13841495,34.63645445,0.15,7.993607232,2268.317898,0.243073048,Silicate,1.93,4.252375
26,Diffuse,21.25891,-157.78981,BP,FALL,High_Night,High,Night,26.13841495,34.63645445,0.15,7.993607232,2268.317898,0.243073048,NN,0.45,0.39575
38,Diffuse,21.25893,-157.78972,BP,FALL,High_Night,High,Night,26.04415533,34.62060199,0.11,7.993961285,2308.201796,0.29093199,Silicate,2.31,4.252375
38,Diffuse,21.25893,-157.78972,BP,FALL,High_Night,High,Night,26.04415533,34.62060199,0.11,7.993961285,2308.201796,0.29093199,NN,0.23,0.39575
30,Diffuse,21.25857,-157.78987,BP,FALL,High_Night,High,Night,26.33574397,34.62352218,0.12,7.988899045,2277.28047,0.282115869,Silicate,2.24,4.252375
30,Diffuse,21.25857,-157.78987,BP,FALL,High_Night,High,Night,26.33574397,34.62352218,0.12,7.988899045,2277.28047,0.282115869,NN,0.32,0.39575
34,Diffuse,21.25832,-157.78957,BP,FALL,High_Night,High,Night,26.21514327,33.3515706,0.23,7.957918286,2270.886531,4.122166247,Silicate,32.73,4.252375
34,Diffuse,21.25832,-157.78957,BP,FALL,High_Night,High,Night,26.21514327,33.3515706,0.23,7.957918286,2270.886531,4.122166247,NN,3.78,0.39575
21,Ambient,21.2598,-157.78912,BP,FALL,High_Night,High,Night,26.39607726,34.63937464,0.11,7.979702972,2287.435587,0.234256927,Silicate,1.86,4.252375
21,Ambient,21.2598,-157.78912,BP,FALL,High_Night,High,Night,26.39607726,34.63937464,0.11,7.979702972,2287.435587,0.234256927,NN,0.14,0.39575
25,Ambient,21.25954,-157.78909,BP,FALL,High_Night,High,Night,26.52213592,34.63061407,0.11,7.99735822,2291.088014,0.26070529,Silicate,2.07,4.252375
25,Ambient,21.25954,-157.78909,BP,FALL,High_Night,High,Night,26.52213592,34.63061407,0.11,7.99735822,2291.088014,0.26070529,NN,0.14,0.39575
37,Ambient,21.25962,-157.7888,BP,FALL,High_Night,High,Night,26.2700186,34.08662428,0.2,7.999987512,2261.598973,1.90302267,Silicate,15.11,4.252375
37,Ambient,21.25962,-157.7888,BP,FALL,High_Night,High,Night,26.2700186,34.08662428,0.2,7.999987512,2261.598973,1.90302267,NN,3.48,0.39575
29,Ambient,21.25939,-157.78873,BP,FALL,High_Night,High,Night,26.04433627,34.64104332,0.13,7.99714614,2264.343242,0.229219144,Silicate,1.82,4.252375
29,Ambient,21.25939,-157.78873,BP,FALL,High_Night,High,Night,26.04433627,34.64104332,0.13,7.99714614,2264.343242,0.229219144,NN,0.13,0.39575
33,Ambient,21.25885,-157.788902,BP,FALL,High_Night,High,Night,26.12973977,34.63228275,0.1,7.989379154,2280.975035,0.255667506,Silicate,2.03,4.252375
33,Ambient,21.25885,-157.788902,BP,FALL,High_Night,High,Night,26.12973977,34.63228275,0.1,7.989379154,2280.975035,0.255667506,NN,0.05,0.39575
